income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,gluten_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,client_segment,sect_empl,prev_stay,prev_all_in_stay,divorce,fam_adult_size,children_no,tenure_mts,company_ic,claims_no,claims_am,nights_booked,gender,shop_am,shop_use,retired,gold_status,score1_pos,score1_neg,score2_pos,score2_neg,score3_pos,score3_neg,score4_pos,score4_neg,score5_pos,score5_neg,income_am_missing,profit_last_am_missing,profit_am_missing,damage_am_missing,damage_inc_missing,crd_lim_rec_missing,credit_use_ic_missing,gluten_ic_missing,lactose_ic_missing,insurance_ic_missing,spa_ic_missing,empl_ic_missing,cab_requests_missing,married_cd_missing,bar_no_missing,sport_ic_missing,neighbor_income_missing,age_missing,marketing_permit_missing,urban_ic_missing,dining_ic_missing,presidential_missing,client_segment_missing,sect_empl_missing,prev_stay_missing,prev_all_in_stay_missing,divorce_missing,fam_adult_size_missing,children_no_missing,tenure_mts_missing,company_ic_missing,claims_no_missing,claims_am_missing,nights_booked_missing,gender_missing,shop_am_missing,shop_use_missing,retired_missing,gold_status_missing,score1_pos_missing,score1_neg_missing,score2_pos_missing,score2_neg_missing,score3_pos_missing,score3_neg_missing,score4_pos_missing,score4_neg_missing,score5_pos_missing,score5_neg_missing,outcome_damage_inc,outcome_damage_inc_proba,outcome_profit,outcome_damage_amount
280.0,22.0,1956.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,7.0,0.0,33268.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,26.0,0.0,0.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.6198991800387815,0.3437242244658999,0.6311062064623371,0.6379567936074982,0.8634763323180045,0.7401315342432478,0.5886791590268559,0.4500595917964446,0.9853474787829156,0.6233766233766234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0.0,0.4157145836276428,1360.9491949006492,197.17201991236513
374.0,30.0,1729.0,0.0,0.0,5500.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1,4.0,0.0,31038.4,23.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,107.0,0.0,0.0,0.0,19.0,0,0.0,0.0,0.0,0.0,0.5784924719724858,0.3707263490839851,0.7603890170730757,0.8873669254896944,0.7124059567141965,0.7460810476705607,0.7164379667770352,0.5505677088498059,0.5948770148283693,0.4792207792207792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0.0,0.2245529516154287,1429.0830612591426,224.10272026073068
1386.0,479.0,4054.0,562.0,3.0,8000.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,7.0,1.0,28830.0,46.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,323.0,0.0,0.0,0.0,74.0,1,0.0,0.0,0.0,0.0,0.2973878483020569,0.2613318004900621,0.5486237485857073,0.5943013168093206,0.5404901486173286,0.5161814359244639,0.6237029177171752,0.3867923888009044,0.0358297870716114,0.948051948051948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0.0,0.2489614654639285,1541.4518383036243,175.65201073568397
227.0,0.0,1621.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1,5.0,0.0,25249.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,0.6725844007522914,0.558634230173946,0.6458091079288997,0.3851305944144454,0.3676543038240045,0.3346711299469029,0.778504255630015,0.7437887783619044,0.373290452368578,0.435064935064935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.2291237183205755,1091.6695458100014,140.78841455881786
3532.0,1065.0,2337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1,1.0,0.0,40046.0,58.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,290.0,0.0,0.0,0.0,4.0,0,0.0,0.0,1.0,0.0,0.9977033641676152,0.8542047628676946,0.1735319019024485,0.0139398136776493,0.5926653088379332,0.3517136270534494,0.3472187816888508,0.5894757490196167,0.4178266140680902,0.4415584415584415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.0,0.1428902110191648,1694.4323840960694,97.82873465151326
1190.0,325.0,6688.0,1676.0,2.0,8500.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0,5.0,1.0,34869.0,30.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,338.0,0.0,0.0,0.0,52.0,0,920.210463642836,1.0,0.0,0.0,0.4271037901151513,0.4418330461915641,0.3469410785005545,0.5840159368019853,0.2455547988532041,0.1647528229057442,0.1658312595090518,0.0973462509082469,0.3988026312068771,0.6584415584415585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0.0,0.3593858902511332,2199.375363038345,396.4894077444614
927.0,193.0,8747.0,0.0,1.0,3000.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1,5.0,1.0,23132.0,23.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,129.0,0.0,1.0,0.0,4.0,0,1017.0028915944011,1.0,0.0,0.0,0.0685238307473314,0.5997306905737101,0.4275188636051138,0.6855474641659389,0.6845194319545197,0.3138187054795718,0.5009971388946701,0.4247926722496176,0.0365207262723362,0.0194805194805194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0.0,0.2689480964799713,3949.0136584527527,183.9893089235012
254.0,10.0,3353.0,117.0,2.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1,11.0,0.0,29018.0,49.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,254.0,0.0,0.0,0.0,28.0,1,0.0,0.0,0.0,0.0,0.3122098718396272,0.1236608795923674,0.5842417008213591,0.6799808100025049,0.4373721260298986,0.5167635764806355,0.6274199874369285,0.5229173944520562,0.4660326840272153,0.5350649350649351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.4037654551620967,1232.8782959132093,285.4463807525035
10450.0,600.0,5322.0,0.0,0.0,15000.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,1,2.0,1.0,36177.0,38.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,479.0,0.0,0.0,0.0,55.0,1,0.0,0.0,0.0,0.0,0.4763453398810822,0.4295716939751024,0.7190181793542267,0.5660198878693075,0.3816753215980671,0.4690216072884368,0.576266547029909,0.2553405325305514,0.514255282933239,0.4480519480519479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0.0,0.3126689401286068,1397.524654973855,304.00807128190854
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1,6.0,0.0,29753.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,123.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.9713858318825054,0.679476381577603,0.3989583076608108,0.4023709602798059,0.6129736990530912,0.2565224599204748,0.4733125186424515,0.5027560983600162,0.4828716340546897,0.3441558441558441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0,0.2289745276179211,1913.06865444722,122.92100899816518
324.0,0.0,2846.0,0.0,0.0,2500.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,1,14.0,1.0,21033.0,31.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,134.0,0.0,0.0,0.0,36.0,1,0.0,0.0,0.0,0.0,0.3879432302198001,0.4277920910350489,0.6446607049581913,0.6303491959366612,0.511998555340768,0.3125657175321996,0.6573692747449986,0.5931102259279035,0.5553038797413442,0.7337662337662337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.2377944283489425,809.1967803923897,173.7365126829368
2093.0,681.0,2458.0,1219.0,4.0,7000.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1,14.0,1.0,33261.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,515.0,0.0,0.0,0.0,83.0,1,0.0,0.0,0.0,0.0,0.5733284735831448,0.530956745954591,0.5611079385724133,0.6432588870959889,0.0617941829747785,0.3597422820087557,0.5498638461554444,0.3865132556770142,0.3300588405853263,0.7662337662337663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0.0,0.2864439201240443,1826.5683283964809,328.5838159432676
527.0,1086.0,2172.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,8.0,1.0,35793.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,153.0,0.0,0.0,0.0,50.0,0,0.0,0.0,1.0,0.0,0.6262355429502914,0.469879075510273,0.5582429652532974,0.7539724695532112,0.3667579050501705,0.414075471740829,0.619762528659245,0.2042150974787195,0.8761381932015967,0.8233766233766234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0.0,0.3223071046600458,1739.200277365499,135.1737838524773
230.0,0.0,1730.0,0.0,0.0,750.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1,11.0,0.0,36969.0,21.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,0.0,1.0,0.0,7.0,0,0.0,0.0,0.0,0.0,0.6315906408953446,0.3687814562299126,0.6823487981624152,0.5360078110052373,0.1891965718028977,0.3330737839642153,0.473830410853007,0.8781548674043694,0.5940521022592202,0.3220779220779221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0.0,0.3274712622593978,1810.2580276081464,303.26136876686303
227.0,0.0,1632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0.0,1.0,28636.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,165.8,0.0,0.0,0.0,4.0,1,0.0,0.0,1.0,0.0,0.6701734919329045,0.4909217322547967,0.3464944808377254,0.5572994322100308,0.5678249954428667,0.374657120325251,0.523694497695962,0.1900446965364611,0.5340044750611137,0.3298701298701298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.2117910446672812,1600.886588448097,99.94340793089091
10406.0,645.0,21633.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1,3.0,1.0,33795.0,72.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,343.0,0.0,0.0,0.0,27.0,0,0.0,0.0,1.0,0.0,0.293698154878349,0.0646132299411294,0.4282409588943667,0.6494969103404906,0.4027361394762792,0.3006930455128344,0.5675843773288705,0.6022884714162207,0.5583666883828091,0.503896103896104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.276561798538384,2061.2900454586384,199.3528108685799
1343.0,374.0,1816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,2.0,0.0,47325.0,67.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,263.0,0.0,0.0,0.0,4.0,0,0.0,0.0,1.0,0.0,0.7285951328476464,0.5525418327445569,0.1608190765654087,0.2517728856457295,0.4253353521089445,0.1049598667446646,0.649262571974042,0.5508676923750413,0.4082002104947341,0.4701298701298701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0.0,0.1665089678772045,1794.9872084453953,101.31907225451425
3826.0,28.0,1828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0,6.0,0.0,28582.0,77.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,330.0,0.0,0.0,0.0,13.0,0,0.0,0.0,1.0,0.0,0.6658061471690895,0.7321816811769145,0.7048774932320272,0.6287987883387055,0.5174806823780759,0.5206898151906743,0.7074775044902303,0.3230570880392175,0.5555932462635449,0.4493506493506493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.3624521803248643,1652.8562287344446,276.900674135225
458.0,93.0,1641.0,0.0,0.0,6000.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1,1.0,0.0,28517.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.3766760763676062,0.3407024809261404,0.4982854856034232,0.5038911088275517,0.5514735171416743,0.5339662364970325,0.5513618102692909,0.4096494827357323,0.6229345840085465,0.561038961038961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.4148200450212398,1754.5426734705725,198.58494185832248
1069.0,278.0,1744.0,0.0,0.0,1500.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1,2.0,0.0,38214.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,174.0,0.0,0.0,0.0,30.0,1,0.0,0.0,0.0,0.0,0.5572208285449372,0.4988813088928371,0.8700390323700485,0.802477118388439,0.4842314954326365,0.4801577853625008,0.4044321204372654,0.5827467504121773,0.4712987952231943,0.6545454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0.0,0.2064375361791899,1536.4041973856545,213.32433546810233
359.0,844.5,1689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,5.0,0.0,37110.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,222.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.3788134394348389,0.035106526827002,0.6823487981624151,0.5360078110052373,0.6266769970748676,0.2817110397689076,0.4976988251902933,0.3847689163889453,0.4188913233041553,0.3857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0,0.2669577548887893,1915.666423739328,102.95891465673084
14556.0,3440.0,4013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0.0,0.0,47965.0,66.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,384.0,0.0,0.0,0.0,2.0,0,5568.219879041393,1.0,1.0,0.0,0.6331314332061926,0.4779831417893392,0.2586119092385607,0.2694259456949061,0.7002665243195564,0.3999479043255931,0.4312390975948711,0.5080884895404886,0.517732880093984,0.538961038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0.0,0.1359328112411872,3933.820779275285,96.12057903602464
2293.0,813.0,2374.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,3.0,0.0,22206.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,255.0,0.0,0.0,0.0,55.0,1,0.0,0.0,1.0,0.0,0.4263546177876438,0.5839118454304897,0.6229933710311734,0.6652261844726448,0.580041866557831,0.4591620025073599,0.6153337334185145,0.5609263150618541,0.1825596502155006,0.538961038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0.0,0.1900562653448831,1231.8882106223427,74.11751735440977
