income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,gluten_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,client_segment,sect_empl,prev_stay,prev_all_in_stay,divorce,fam_adult_size,children_no,tenure_mts,company_ic,claims_no,claims_am,nights_booked,gender,shop_am,shop_use,retired,gold_status,score1_pos,score1_neg,score2_pos,score2_neg,score3_pos,score3_neg,score4_pos,score4_neg,score5_pos,score5_neg,outcome_profit,outcome_damage_inc,outcome_damage_amount,income_am_missing,profit_last_am_missing,profit_am_missing,damage_am_missing,damage_inc_missing,crd_lim_rec_missing,credit_use_ic_missing,gluten_ic_missing,lactose_ic_missing,insurance_ic_missing,spa_ic_missing,empl_ic_missing,cab_requests_missing,married_cd_missing,bar_no_missing,sport_ic_missing,neighbor_income_missing,age_missing,marketing_permit_missing,urban_ic_missing,dining_ic_missing,presidential_missing,client_segment_missing,sect_empl_missing,prev_stay_missing,prev_all_in_stay_missing,divorce_missing,fam_adult_size_missing,children_no_missing,tenure_mts_missing,company_ic_missing,claims_no_missing,claims_am_missing,nights_booked_missing,gender_missing,shop_am_missing,shop_use_missing,retired_missing,gold_status_missing,score1_pos_missing,score1_neg_missing,score2_pos_missing,score2_neg_missing,score3_pos_missing,score3_neg_missing,score4_pos_missing,score4_neg_missing,score5_pos_missing,score5_neg_missing
7177.0,2887.0,3770.0,0.0,0.0,15000.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1,11.0,0.0,34575.0,53.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,167.0,0.0,0.0,0.0,19.0,1,0.0,0.0,0.0,0.0,0.5339132774607155,0.5407283634252968,0.222590072941646,0.1305484293803366,0.4572592343597767,0.5334309545475717,0.2765078441280657,0.8824607513178383,0.5341688233510008,0.6633623576691227,1761.14,1.0,483.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1
3240.0,1212.0,2750.0,2762.0,6.0,12000.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,1,9.0,1.0,31135.0,53.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,477.0,0.0,0.0,0.0,13.0,1,0.0,0.0,0.0,0.0,0.3902331023691116,0.5265281717646892,0.2711599781496728,0.3122502631498121,0.397290161860236,0.5290878888194568,0.0448494927479596,0.6499344033900616,0.2681688879168045,0.3740120562625586,2109.04,1.0,1046.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
489.0,49.0,1870.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2.0,0.0,26772.2,75.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,324.0,0.0,0.0,0.0,39.0,0,0.0,0.0,1.0,0.0,0.16307286068189725,0.4580251680767967,0.5868189990369624,0.5372435237266575,0.7571750684911346,0.886477826526193,0.6221779210039533,0.4954304900141073,0.40595702801680317,0.46054922973878104,1530.76,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1
1148.0,79.0,1878.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,5.0,0.0,28802.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,350.0,0.0,0.0,0.0,86.0,0,0.0,0.0,0.0,0.0,0.3908292308103004,0.5400257220726974,0.6878225587262656,0.5524257933192755,0.6934645585355333,0.5624286535416286,0.486799924791306,0.37689794796677495,0.40860546202388265,0.4408573342263898,1694.48,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1
1480.0,0.0,3819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0.0,0.0,35505.0,79.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,243.0,0.0,0.0,0.0,3.0,0,0.0,0.0,1.0,0.0,0.5154559806291941,0.5098436667055989,0.39410140007674616,0.4200481600542155,0.5579582793437633,0.6316777356510985,0.5890252527640849,0.2359334569501702,0.5834235505559962,0.1507032819825854,2852.01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
257.0,0.0,9757.0,1884.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1,5.0,1.0,30895.0,46.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,270.0,0.0,2.0,0.0,4.0,1,0.0,0.0,0.0,0.0,0.0486873074696553,0.2501839021942849,0.20998352263480768,0.34835565267555746,0.4456422748654749,0.8537369969310091,0.6117551745987985,0.0727075200628311,0.0174894446446113,0.4581379772270596,3692.95,1.0,400.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
980.0,280.0,1814.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1,5.0,0.0,29429.0,22.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,254.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.4280945364734355,0.4679924437780752,0.39138366914367484,0.4546241560434744,0.8195863519331992,0.5504583346728151,0.5945650646223661,0.5099799656533908,0.5060550789277567,0.5413261888814468,1953.79,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1
577.0,128.0,1690.0,1075.0,3.0,6000.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1,4.0,1.0,31060.0,31.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,417.0,0.0,0.0,0.0,58.0,1,0.0,0.0,0.0,0.0,0.2991773481649914,0.2540376950148106,0.5371877953841351,0.3777935591875855,0.7051778649723561,0.5436318725581548,0.6417451298469453,0.5473690674096245,0.6147504470173187,0.6013395847287341,2822.35,1.0,898.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,7.0,0.0,27407.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,161.2,1.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,0.5000713937869536,0.6086745328548293,0.41228242610807453,0.35087041671571234,0.8257976979113983,0.6202999001666705,0.5667903490699228,0.44047624018947856,0.5865917789035865,0.4436704621567314,1344.72,1.0,298.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,5.0,0.0,32342.8,61.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,350.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,0.5663016011507735,0.41943214379522703,0.38701704115910796,0.3810648191518438,0.7088433222853109,0.5374738994820263,0.6971015864473677,0.6746704699207439,0.41340032301819674,0.6156731413261889,1410.55,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0,2.0,0.0,38394.0,83.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,242.0,0.0,0.0,0.0,4.0,1,0.0,0.0,1.0,0.0,0.6614450621700233,0.5251092756927315,0.6180313395474843,0.3761651290348113,0.7750650773131392,0.6387544686631312,0.4566406727333203,0.3506349452534038,0.5480174415813345,0.3974547890154052,1324.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1814.0,246.0,2610.0,0.0,2.0,11000.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,1,7.0,1.0,52666.0,40.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,546.0,0.0,0.0,0.0,44.0,1,3667.808726446357,1.0,0.0,0.0,0.4316468632777927,0.8552220620897341,0.37972103076356195,0.4840240284818827,0.39827662535375413,0.5819725981445518,0.5208651795800623,0.4114199990553593,0.3795307034622291,0.5565974547890155,1567.26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1637.0,479.0,2935.0,0.0,0.0,5000.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1,22.0,0.0,28217.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,342.0,0.0,0.0,0.0,61.0,1,1033.9096987197304,1.0,0.0,0.0,0.36349258876911894,0.4594048789371179,0.5388406256382823,0.5470668154898014,0.5308471527856593,0.6925872695870551,0.7662072148054311,0.6716292649956552,0.7153593900129817,0.44219691895512386,1130.12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1
682.0,148.0,1716.0,0.0,0.0,750.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1,2.0,0.0,37365.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,227.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.4420708936846789,0.809798296397391,0.2945299483065095,0.517246309489413,0.6077033554096696,0.5348043207897576,0.4917486062237238,0.2883916736449799,0.1675236358312656,0.1071667782987274,2042.24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
227.0,1562.0,3124.0,849.0,2.0,14000.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1,7.0,1.0,29094.0,37.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,498.0,0.0,2.0,1810.0,4.0,1,0.0,0.0,0.0,0.0,0.5269349197612052,0.2645930049948846,0.0946015627285911,0.3937317268640578,0.46610743797310433,0.48390674300851655,0.6454259514078655,0.42719889137233,0.4395904654300734,0.7706630944407233,2805.15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
876.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,5.0,0.0,33737.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,395.0,0.0,0.0,0.0,4.0,1,3198.559810472969,1.0,0.0,0.0,0.2860438947619154,0.1853659114430403,0.5261081652801753,0.3284237509259056,0.5101585922105667,0.5133135975250249,0.5008913675546847,0.51611353393846,0.5459560384077939,0.5576691225720026,2271.39,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3.0,0.0,40900.0,78.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,392.0,0.0,0.0,0.0,31.0,1,0.0,0.0,1.0,0.0,0.489715185561587,0.5747673270881106,0.46661278626008257,0.5248005994698804,0.6843487604933838,0.5672691073466998,0.4597070527797672,0.6118021062825959,0.5532399657783461,0.504755525787006,1055.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4221.0,1438.0,1877.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1,9.0,0.0,41058.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.32178003836567853,0.27417067575924353,0.599710239562327,0.5588957234889678,0.590290968251596,0.6698525989920205,0.39723132999507643,0.34777288292633934,0.4209810912526385,0.3015405224380442,2125.52,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
778.0,57.0,2650.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0,7.0,0.0,34128.0,62.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,124.0,0.0,0.0,0.0,4.0,1,0.0,0.0,1.0,0.0,0.3369884581199937,0.2474373165960806,0.300672309219988,0.5417777448847021,0.5811648026496201,0.5366852244834416,0.1323552013056078,0.0428210350086038,0.5147717144234238,0.5007367716008038,2015.78,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
229.0,810.5,1621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1,6.0,0.0,26712.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,283.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.5028654357637385,0.3204684752967544,0.7338893811936787,0.6191042668922193,0.4728897004882627,0.5850400724622111,0.37457857213001483,0.3634183781193313,0.37216505853667686,0.7287340924313462,2404.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,7.0,0.0,35677.0,54.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,475.0,0.0,1.0,1682.0,4.0,1,0.0,0.0,0.0,0.0,0.9801064141831358,0.9607553700336507,0.3509482081749955,0.2850612136825882,0.4419011655889391,0.6165624418179674,0.4398370552883223,0.30687335965647244,0.49526940863503655,0.466443402545211,1508.8,1.0,1236.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
979.0,0.0,2258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,0.0,0.0,39738.0,49.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,317.0,0.0,0.0,0.0,3.0,0,3431.903927464492,1.0,0.0,0.0,0.5290301355610791,0.31854480962757664,0.5138550072567186,0.5222669744984989,0.5982426780837571,0.46587766153937793,0.41365802369364346,0.34116176276881377,0.40452800141785294,0.18312123241795045,3512.52,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
229.0,0.0,1645.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1,2.0,0.0,25841.0,51.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,168.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,0.5871147090269149,0.5589169018828334,0.33959058017637817,0.39396323355646456,0.5379891491612219,0.5599196968657847,0.6719272867614889,0.5813543460992865,0.4604185275158895,0.5742799732083055,949.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1,5.0,0.0,29702.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,183.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.259477599809053,0.1880821777196665,0.4343635269732971,0.5543852069100084,0.4179563014262273,0.5622033374726054,0.1661098188750238,0.3275655284775384,0.5439158843685016,0.4767582049564635,2549.75,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1,4.0,0.0,31081.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,265.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.6141806756302584,0.5823611734964038,0.41165056109526066,0.7593852101453898,0.6523104777641832,0.422903648313112,0.7094365810482615,0.7342465144203864,0.45772059972363816,0.4890823844608171,1022.26,1.0,369.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1
